state,district,total_enrolments,total_updates,age_18_greater,bio_age_5_17,erp_score,icmp_score,ami_score,last_mile_density,ghost_flag
Andhra Pradesh,Mahabubnagar,7.0,201.0,0.0,39.0,0.20526315789473684,1.055263157894737,0.6673684210526316,0.0,False
Andhra Pradesh,Mahbubnagar,918.0,27038.0,0.0,3466.0,0.7613122171945701,5.584339043309631,0.6952639517345399,0.0,True
Andhra Pradesh,Medak,1758.0,39282.0,1.0,7280.0,1.3442765741796527,6.469141961231471,0.767977955150133,9.502090459901178e-05,True
Andhra Pradesh,N. T. R,1246.0,55155.0,63.0,8071.0,2.0326972010178115,13.05495274445656,0.773006179571065,0.0065612504543802255,True
Andhra Pradesh,Nalgonda,1458.0,69047.0,0.0,6548.0,1.0511807817589576,10.200996199782844,0.7460640608034744,0.0,True
Andhra Pradesh,Nandyal,1135.0,41098.0,7.0,7864.0,1.9475846613545817,9.615849103585658,0.7696028386454183,0.000726261620185923,True
Andhra Pradesh,Nellore,6928.0,247739.0,2.0,109238.0,11.253476428293132,22.3109440226656,0.8803421527999149,7.969397513547975e-05,True
Andhra Pradesh,Nizamabad,656.0,18426.0,0.0,3981.0,1.2793169398907103,5.404782201405152,0.7691038251366119,0.0,True
Andhra Pradesh,Palnadu,1047.0,38217.0,32.0,7331.0,1.9137193258230722,9.440313384981971,0.7537838866225034,0.003055254063899597,True
Andhra Pradesh,Parvathipuram Manyam,623.0,21610.0,9.0,5695.0,2.278624933119315,8.143338683788123,0.7659336543606207,0.0016185125735687534,True
Andhra Pradesh,Prakasam,9767.0,366976.0,72.0,153634.0,12.45824746889374,26.070274099750378,0.8846514820617513,0.0008610198815318749,True
Andhra Pradesh,Rangareddi,2418.0,84810.0,0.0,15170.0,2.403777226357872,12.358840424808166,0.8142817755720981,0.0,True
Andhra Pradesh,Spsr Nellore,2183.0,0.0,303.0,0.0,0.0,0.0,0.5521230990046805,0.15958966998439827,False
Andhra Pradesh,Sri Potti Sriramulu Nellore,1938.0,34191.0,366.0,7575.0,1.3722756904600324,5.73843264951677,0.7367493404604731,0.021026715023105918,True
Andhra Pradesh,Sri Sathya Sai,1128.0,34994.0,20.0,6569.0,1.444591904445919,7.161347047113471,0.7350783644579265,0.0017774196606313393,True
Andhra Pradesh,Srikakulam,5585.0,373514.0,11.0,152120.0,18.630700459317588,40.95604090449686,0.8947732119422571,0.0004647856517935258,True
Andhra Pradesh,Tirupati,2075.0,46370.0,265.0,6589.0,1.2972573975767405,8.6194759918148,0.7341542346879938,0.01446835301762309,True
Andhra Pradesh,Visakhapatanam,226.0,0.0,12.0,0.0,0.0,0.0,0.5841409691629955,0.05286343612334802,False
Andhra Pradesh,Visakhapatnam,10626.0,528386.0,38.0,228014.0,20.286940960630393,40.868641226113255,0.9019639688411683,0.0011996064328465303,True
Andhra Pradesh,Vizianagaram,5075.0,269135.0,5.0,117281.0,14.78834264905149,30.02065301314539,0.8859298010593741,0.0002020971914264597,True
Andhra Pradesh,Warangal,1318.0,96193.0,0.0,15907.0,2.1989292560901483,12.562873641531237,0.7953289381399915,0.0,True
Andhra Pradesh,West Godavari,7748.0,390934.0,32.0,164551.0,11.872068386059764,25.311263479180116,0.8850613808027777,0.0008850073235986876,True
Andhra Pradesh,Y. S. R,998.0,39467.0,40.0,6252.0,1.459714711184262,8.630645594706259,0.7395701073751861,0.0039188024139822876,True
Arunachal Pradesh,Anjaw,46.0,2193.0,3.0,812.0,7.055555555555555,17.755105105105105,0.8810810810810811,0.005405405405405405,True
Arunachal Pradesh,Changlang,942.0,15445.0,15.0,6473.0,8.228411111127386,16.863834463705793,0.8509990815635976,0.004882312213690513,True
Arunachal Pradesh,Dibang Valley,10.0,699.0,0.0,373.0,3.1837606837606836,5.844729344729345,0.8102564102564103,0.0,False
Arunachal Pradesh,East Kameng,213.0,6284.0,14.0,3044.0,11.804552845528455,20.84772357723577,0.8686178861788618,0.005447154471544716,True
Arunachal Pradesh,East Siang,223.0,6595.0,2.0,2688.0,9.583755274261604,19.893133413703033,0.8984528832630099,0.0014064697609001407,True
Arunachal Pradesh,Kamle,33.0,484.0,2.0,59.0,0.7557077625570776,4.882534246575343,0.6858447488584475,0.0091324200913242,False
Arunachal Pradesh,Kra Daadi,97.0,1857.0,4.0,767.0,6.048433048433048,13.717236467236466,0.856980056980057,0.005698005698005697,True
Arunachal Pradesh,Kurung Kumey,99.0,3960.0,24.0,1455.0,11.363247863247864,30.302971102971103,0.9116809116809117,0.014652014652014652,True
Arunachal Pradesh,Leparada,3.0,65.0,1.0,37.0,0.9024390243902439,1.5609756097560976,0.8341463414634147,0.012195121951219513,False
Arunachal Pradesh,Lohit,232.0,6316.0,1.0,2112.0,4.90297619047619,13.622661564625849,0.8386352040816326,0.0006377551020408163,True
Arunachal Pradesh,Longding,1063.0,4425.0,39.0,1757.0,3.971566506035627,8.661875561611398,0.8231177716711866,0.0016823397463549307,True
Arunachal Pradesh,Lower Dibang Valley,142.0,3970.0,2.0,1737.0,11.334625322997416,22.129586563307495,0.9178294573643412,0.003875968992248062,True
Arunachal Pradesh,Lower Siang,39.0,808.0,6.0,384.0,1.927461139896373,3.8691709844559585,0.8038860103626944,0.007772020725388601,False
Arunachal Pradesh,Lower Subansiri,134.0,4419.0,0.0,1654.0,6.829420970266041,17.022300469483568,0.8497652582159625,0.0,True
Arunachal Pradesh,Namsai,180.0,8673.0,2.0,3915.0,10.98657253599114,22.416763565891472,0.8780592469545957,0.0029069767441860465,True
Arunachal Pradesh,Pakke Kessang,5.0,170.0,1.0,30.0,0.427536231884058,2.398550724637681,0.6876811594202898,0.007246376811594203,False
Arunachal Pradesh,Papum Pare,620.0,15812.0,5.0,5631.0,5.753598484848485,15.22064492325856,0.8678030303030303,0.0018939393939393938,True
Arunachal Pradesh,Shi-yomi,43.0,862.0,5.0,236.0,1.8576576576576576,6.562612612612613,0.8109234234234235,0.00563063063063063,False
Arunachal Pradesh,Siang,121.0,2224.0,4.0,952.0,3.8519037356321837,8.572865089890952,0.8725862068965518,0.005387931034482759,True
Arunachal Pradesh,Tawang,182.0,3693.0,11.0,2069.0,6.120405982905983,9.840350621600622,0.8829380341880343,0.010576923076923076,True
Arunachal Pradesh,Tirap,125.0,3220.0,2.0,1624.0,3.5159192825112107,6.453576767029682,0.8256502242152467,0.002242152466367713,True
Arunachal Pradesh,Upper Siang,58.0,3350.0,1.0,1391.0,5.370517928286852,12.120849933598938,0.8666002656042496,0.00199203187250996,True
Arunachal Pradesh,Upper Subansiri,172.0,6613.0,14.0,2849.0,20.137433862433863,43.259939531368104,0.9174603174603174,0.019312169312169312,True
Arunachal Pradesh,West Kameng,333.0,8838.0,18.0,3396.0,4.4595179829440115,10.684426929392446,0.8469655172413793,0.003957307060755337,True
Arunachal Pradesh,West Siang,233.0,9346.0,2.0,4041.0,8.181150793650794,17.557439531368104,0.87,0.0015873015873015873,True
Assam,Bajali,33.0,884.0,2.0,7.0,0.014989293361884369,1.8468950749464668,0.6053533190578159,0.0021413276231263384,False
Assam,Baksa,4292.0,38651.0,420.0,13730.0,4.538633542760567,11.768459201743525,0.8235763306575007,0.011936031076806852,True
Assam,Barpeta,16522.0,174024.0,576.0,76708.0,19.058908334375083,35.16156664834342,0.8880718940320167,0.008797764656939345,True
Assam,Biswanath,1582.0,22587.0,80.0,7112.0,3.5009798094576734,10.290964038556481,0.8385890399737876,0.0069413527597685125,True
Assam,Bongaigaon,3921.0,86273.0,301.0,30453.0,15.035005762669314,35.4904259245405,0.8904022376310587,0.014725575207417577,True
Assam,Cachar,19604.0,137565.0,1753.0,48283.0,5.515339244619275,13.52195152466172,0.854022977002048,0.02129828533772987,True
Assam,Charaideo,1425.0,19739.0,194.0,6877.0,5.177036869811495,12.612448568020977,0.8538161434977578,0.0060378929081118474,True
Assam,Chirang,3809.0,45233.0,266.0,20408.0,11.42546055855672,22.034428678025993,0.8709504926700313,0.004026990815918059,True
Assam,Darrang,9062.0,59918.0,1522.0,18214.0,6.929641137010535,19.150275257781715,0.8698709410245196,0.049943985316520945,True
Assam,Dhemaji,7754.0,47696.0,1370.0,14565.0,6.2956602992031465,18.329623269802315,0.8525080790344024,0.04153389742219107,True
Assam,Dhubri,15574.0,154791.0,396.0,46844.0,13.013553775648372,34.79119553044241,0.8861213001252538,0.004956638405383282,True
Assam,Dibrugarh,7888.0,57479.0,1594.0,16680.0,3.5802751598936675,12.00163215596896,0.8294532392418397,0.03221237909355999,True
Assam,Dima Hasao,251.0,309.0,28.0,11.0,0.046413502109704644,1.2637130801687764,0.6142622169361613,0.008718067315467705,False
Assam,Goalpara,12789.0,76379.0,904.0,20553.0,7.327499433765908,24.15116232687997,0.8738438108713521,0.014198830377186156,True
Assam,Golaghat,12488.0,53077.0,2018.0,14556.0,3.589738011760936,12.83473307885202,0.8214046055824354,0.04840538974657481,True
Assam,Hailakandi,6714.0,47216.0,399.0,16206.0,6.543450291557878,14.971012150961363,0.8510962148720582,0.012290760072158463,True
Assam,Hojai,9366.0,60981.0,167.0,17934.0,8.699896162292042,23.3288879412699,0.8968796771653915,0.0006340373045019906,True
Assam,Jorhat,5575.0,40076.0,900.0,12629.0,2.820859483769312,7.935778421540356,0.8280747761473741,0.02092873798840956,True
Assam,Kamrup,16349.0,97319.0,1161.0,34185.0,4.3340348950490455,10.572405490369182,0.8219480833894771,0.010430286286598506,True
Assam,Kamrup Metro,7383.0,58806.0,1617.0,16654.0,2.7695094369524567,9.079456778209492,0.8136985507850799,0.048501039065807515,True
Assam,Karbi Anglong,9257.0,78926.0,1259.0,30478.0,7.466610813093908,18.19122594048491,0.8471733623634422,0.04724813699372585,True
Assam,Karimganj,17219.0,87194.0,605.0,29422.0,6.104957862185255,15.642129686325164,0.8675745899333431,0.003196278873323347,True
Assam,Kokrajhar,5555.0,56852.0,567.0,20695.0,8.023112095189989,19.008540712872463,0.8694671095103303,0.019853896898101322,True
Assam,Lakhimpur,8388.0,72605.0,688.0,20322.0,6.739438429501091,20.1376945891244,0.8713502849515332,0.01727654163159413,True
Assam,Majuli,604.0,7136.0,11.0,2291.0,3.6419129913460537,9.721221512972425,0.8211630695443645,9.376385147805925e-05,True
Assam,Marigaon,11875.0,85722.0,904.0,22359.0,7.79878119785089,26.02529212684732,0.858270484165184,0.0228307429330691,True
Assam,Nagaon,15547.0,242688.0,460.0,51543.0,8.345268927592302,32.662239839958715,0.8670319588641036,0.006076418996229789,True
Assam,Nalbari,4883.0,47117.0,216.0,18404.0,4.734706061836512,10.18689003654637,0.8515296646758065,0.007221300296913744,True
Assam,North Cachar Hills,1191.0,8254.0,137.0,3167.0,3.384826596806221,8.069784032832995,0.8363984996062976,0.005227002820524004,True
Assam,Sibsagar,3332.0,27198.0,767.0,9629.0,2.7459438925975483,6.545830415150611,0.808228345216989,0.019424235462789142,True
Assam,Sivasagar,422.0,0.0,105.0,0.0,0.0,0.0,0.5285181020600811,0.2382729931330631,False
Assam,Sonitpur,11503.0,81492.0,1255.0,20424.0,3.3879531369695775,11.501334999966865,0.8234132177642085,0.005558697339427074,True
Assam,South Salmara Mankachar,1718.0,27685.0,49.0,3400.0,4.845628964531404,34.738950772975365,0.8835986777450192,0.004686876635993294,True
Assam,Sribhumi,197.0,5629.0,12.0,47.0,0.026463963963963964,3.0419012762762763,0.6094763513513514,0.002195945945945946,False
Assam,Tamulpur District,67.0,1377.0,0.0,20.0,0.03991596638655462,2.7072829131652663,0.6159663865546218,0.0,False
Assam,Tinsukia,9612.0,59622.0,1755.0,13786.0,3.0830884501023834,12.354529459909232,0.817481089350194,0.014651309260188317,True
Assam,Udalguri,5399.0,47059.0,595.0,15286.0,4.259270294129031,11.98745310212663,0.8146044841110034,0.008970477716439048,True
Assam,West Karbi Anglong,1972.0,5736.0,546.0,1359.0,1.3956409542718693,6.109923071121174,0.6820404964228564,0.10303283986190563,True
BALANAGAR,IDPL COLONY,0.0,2.0,0.0,0.0,0.0,1.0,0.6,0.0,False
Bihar,Araria,18848.0,338224.0,140.0,80477.0,27.883562019826826,88.52655146867804,0.8581968472147001,0.0044455149282313965,True
Bihar,Arwal,4672.0,63658.0,35.0,13292.0,7.256474254657565,29.782914254299424,0.8193873417329889,0.0016616164304699677,True
Bihar,Aurangabad,12949.0,222284.0,87.0,52449.0,11.775285146300698,41.694409647066664,0.8525807285031776,0.0034314072543904393,True
Bihar,Aurangabad(BH),8.0,35.0,0.0,2.0,0.04878048780487805,0.8536585365853658,0.6195121951219512,0.0,False
Bihar,Aurangabad(bh),109.0,952.0,0.0,42.0,0.0841683366733467,1.8111222444889779,0.6304609218436873,0.0,False
Bihar,Banka,13908.0,218794.0,85.0,57412.0,13.98201737036458,42.8280383739596,0.8423733614245749,0.0015920679934356774,True
Bihar,Begusarai,16903.0,306739.0,73.0,81090.0,16.548239985054703,50.94099193449636,0.8662175607589513,0.0021711740268876858,True
Bihar,Bhabua,39.0,169.0,0.0,4.0,0.0273972602739726,1.0502283105022832,0.6109589041095891,0.0,False
Bihar,Bhagalpur,25423.0,342333.0,422.0,86235.0,15.270056081763848,51.29186797621559,0.8599662671560323,0.004250604403223599,True
Bihar,Bhojpur,16856.0,265084.0,127.0,45941.0,7.037618497650867,34.12229832612323,0.8361161634886916,0.0032402832670216665,True
Bihar,Buxar,9146.0,144274.0,80.0,28568.0,7.151683106584407,30.852149112580832,0.8396589116531618,0.0036783871441683474,True
Bihar,Darbhanga,20215.0,397057.0,83.0,102123.0,16.266758687208316,50.87493893024582,0.8820434004931402,0.0020369642666543757,True
Bihar,East Champaran,35797.0,505250.0,975.0,106931.0,14.615601765406758,59.65199850149495,0.868433802567446,0.011407516623412077,True
Bihar,Gaya,32704.0,422951.0,556.0,99387.0,16.227842827789473,59.516403178176716,0.844994695356128,0.005869067722082032,True
Bihar,Gopalganj,18005.0,229248.0,225.0,52074.0,13.571116635126378,50.48751953599625,0.8625759694128033,0.00433313502638597,True
Bihar,Jamui,12505.0,166767.0,174.0,53606.0,24.460922650134545,63.41008427678422,0.8777977346982713,0.007030656977531233,True
Bihar,Jehanabad,6148.0,93822.0,153.0,18067.0,5.467704278525264,24.170782635768678,0.811766269685583,0.0060609216789459285,True
Bihar,Kaimur (Bhabua),9065.0,160075.0,97.0,41753.0,20.578683105537543,64.87982245250942,0.8795401686513041,0.004109645296224744,True
Bihar,Katihar,21305.0,444056.0,152.0,110732.0,31.049692389491113,95.04452356813258,0.8875572085164674,0.004417395096736457,True
Bihar,Khagaria,10230.0,169423.0,88.0,43449.0,17.88500501104735,56.12323039039131,0.8666353984704973,0.006304619054281773,True
Bihar,Kishanganj,11196.0,326915.0,30.0,68773.0,48.81753712062775,161.41680268827645,0.886168067702687,0.004510621739379098,True
Bihar,Lakhisarai,7578.0,109298.0,78.0,25691.0,14.719425490425687,50.596724683473035,0.8483017787618524,0.003773226800829582,True
Bihar,Madhepura,11411.0,231312.0,49.0,57833.0,20.04104731975926,64.75913864149943,0.865596571674001,0.003525396784060535,True
Bihar,Madhubani,31114.0,463216.0,894.0,123862.0,16.937460360906748,54.613997047061524,0.8799913792989199,0.008677329841806566,True
Bihar,Monghyr,55.0,392.0,0.0,5.0,0.02066115702479339,1.512396694214876,0.6066115702479338,0.0,False
Bihar,Munger,7401.0,118288.0,126.0,24710.0,12.708364698040256,52.455740465814216,0.8572803436466214,0.007894258222987323,True
Bihar,Muzaffarpur,33397.0,456680.0,720.0,103696.0,11.171952577408444,42.64029283362281,0.8545296315721231,0.005964288545747505,True
Bihar,Nalanda,17478.0,296523.0,160.0,57085.0,11.109868980063485,44.62852423733168,0.844215679399043,0.003230831903702057,True
Bihar,Nawada,18874.0,190011.0,331.0,42735.0,10.734156065606266,38.66778949022994,0.8270206319827316,0.007244781540298321,True
Bihar,Pashchim Champaran,16363.0,1572.0,562.0,47.0,0.07844827586206897,2.56882183908046,0.6219712390302993,0.001475180243830016,False
Bihar,Patna,29491.0,488473.0,836.0,102086.0,9.394311553830592,37.9148678596901,0.8415394266859616,0.007180772781914196,True
Bihar,Purba Champaran,142.0,1233.0,0.0,28.0,0.034203980099502485,1.467330016583748,0.6121890547263682,0.0,False
Bihar,Purbi Champaran,14871.0,0.0,800.0,0.0,0.0,0.0,0.5815216692117743,0.06159443596075248,False
Bihar,Purnea,324.0,8483.0,0.0,1094.0,1.4976767060100395,10.095853118075341,0.7096119929453263,0.0,True
Bihar,Purnia,24083.0,403043.0,202.0,113802.0,26.5202192235222,75.64965923653429,0.8662816765769956,0.004449556260940398,True
Bihar,Rohtas,10247.0,251631.0,106.0,56084.0,11.711803254064163,43.93380999735816,0.8697848746188739,0.0049289655597791705,True
Bihar,Saharsa,16400.0,226181.0,262.0,48250.0,15.35100888339042,57.92766930114952,0.8716071377122797,0.006917638879470157,True
Bihar,Samastipur,24505.0,440730.0,164.0,103169.0,17.01450230978536,57.938278170308,0.874279797334453,0.0039109474382088005,True
Bihar,Samstipur,92.0,665.0,0.0,13.0,0.021505376344086023,1.1391875746714455,0.6086021505376343,0.0,False
Bihar,Saran,29853.0,350652.0,260.0,71646.0,8.35178728785449,34.76252405269739,0.8418801699537498,0.0033659253500720964,True
Bihar,Sheikhpura,3936.0,74219.0,32.0,18505.0,13.474871334295896,46.132041958735826,0.8664757258752845,0.0035281917690525417,True
Bihar,Sheikpura,33.0,337.0,0.0,6.0,0.031446540880503145,1.880503144654088,0.6125786163522012,0.0,False
Bihar,Sheohar,3986.0,70239.0,13.0,14582.0,15.113453790269707,58.20516156263729,0.8661445903038197,0.0008106479779012173,True
Bihar,Sitamarhi,47267.0,386957.0,2800.0,96272.0,16.425488306229337,63.11387888223172,0.8765071828829285,0.014548240178185491,True
Bihar,Siwan,19084.0,272978.0,155.0,59723.0,8.660621340584198,33.69556882261097,0.8492298886066679,0.003238780125990917,True
Bihar,Supaul,13467.0,241362.0,210.0,53653.0,14.913552495665582,55.97174727995434,0.870269293965886,0.009105345728136729,True
Bihar,Vaishali,23179.0,356264.0,61.0,81651.0,13.76424860283245,50.22272090366585,0.8592594998369316,0.0011431949164913745,True
Bihar,West Champaran,35480.0,438163.0,929.0,84987.0,21.87927135289585,94.85914261675856,0.86430531503706,0.018377115214683243,True
Chandigarh,Chandigarh,3535.0,187265.0,45.0,67657.0,24.18400500986456,59.846109794036686,0.866953182150695,0.002714214566067566,True
Chandigarh,Mohali,0.0,11.0,0.0,2.0,0.18181818181818182,1.0,0.6727272727272727,0.0,False
Chandigarh,Rupnagar,3.0,34.0,0.0,3.0,0.08823529411764706,0.9852941176470589,0.6352941176470588,0.0,False
Chhatisgarh,Raipur,0.0,9.0,0.0,2.0,0.2222222222222222,1.0,0.6888888888888889,0.0,False
Chhattisgarh,Balod,2216.0,165435.0,5.0,33672.0,24.48925925925926,100.07041670880561,0.8918518518518519,0.0008888888888888888,True
Chhattisgarh,Baloda Bazar,5991.0,288014.0,36.0,66136.0,25.632559195785138,91.88648413181357,0.8876395365267769,0.0016610827672115499,True
Chhattisgarh,Balrampur,7598.0,126380.0,97.0,25657.0,20.13184528341527,82.59244956288,0.9083953765577002,0.0013181984496234548,True
Chhattisgarh,Bastar,8768.0,197040.0,6.0,34152.0,18.45250150292863,98.62201783618086,0.8623341854229444,0.0006653228027273828,True
Chhattisgarh,Bemetara,3641.0,198061.0,17.0,42439.0,34.75556555655566,136.98608331218387,0.8942953581072393,0.003374363410367011,True
Chhattisgarh,Bijapur,7695.0,46509.0,1514.0,12842.0,9.764917693097411,32.154923400175484,0.874576339480403,0.052287976402360395,True
Chhattisgarh,Bilaspur,11138.0,399382.0,21.0,84271.0,22.57717668734808,95.4555305131828,0.8994755070978163,0.0003585464223497922,True
Chhattisgarh,Dakshin Bastar Dantewada,1552.0,37018.0,32.0,9406.0,9.277606382978725,31.513416865471655,0.8767234042553191,0.008067375886524822,True
Chhattisgarh,Dantewada,860.0,23263.0,0.0,5980.0,8.03461979678794,28.90273080528055,0.8810553916748606,0.0,True
Chhattisgarh,Dhamtari,2628.0,152715.0,3.0,32663.0,20.047247023809522,74.88689742958093,0.8736607142857143,0.0002297553636839351,True
Chhattisgarh,Durg,5379.0,297652.0,63.0,95738.0,25.422395553040374,65.19016607195498,0.8842356198092894,0.0019418533576781192,True
Chhattisgarh,Gariyaband,1983.0,88190.0,6.0,19564.0,8.406288737717308,31.143014272197945,0.8176114890400604,0.0005668934240362812,True
Chhattisgarh,Gaurela-pendra-marwahi,181.0,6026.0,6.0,749.0,2.1770833333333335,15.799362244897958,0.8203869047619047,0.006944444444444445,True
Chhattisgarh,Gaurella Pendra Marwahi,983.0,0.0,70.0,0.0,0.0,0.0,0.5768929593292199,0.07702346890260016,False
Chhattisgarh,Janjgir - Champa,37.0,467.0,0.0,5.0,0.029069767441860465,2.5862403100775193,0.6093023255813953,0.0,False
Chhattisgarh,Janjgir Champa,26.0,430.0,0.0,21.0,0.06140350877192982,1.2441520467836258,0.6245614035087719,0.0,False
Chhattisgarh,Janjgir-champa,6008.0,336521.0,1.0,63499.0,23.378018910913646,104.50531504918727,0.9193328017012227,3.322700691121743e-05,True
Chhattisgarh,Jashpur,3292.0,165613.0,4.0,38559.0,17.373925032083875,71.68794750833865,0.8994019174998918,0.0002452783909737552,True
Chhattisgarh,Kabeerdham,1170.0,70210.0,3.0,21843.0,42.93502824858757,115.07054978511297,0.8943220338983051,0.0017655367231638416,True
Chhattisgarh,Kanker,2292.0,93327.0,5.0,23908.0,13.179505300353357,44.583271034512435,0.9077895563407932,0.000785237534354142,True
Chhattisgarh,Kawardha,2898.0,150018.0,1.0,32126.0,49.91586142973004,197.0243438765681,0.9151459854014599,9.124087591240877e-05,True
Chhattisgarh,Khairagarh Chhuikhadan Gandai,314.0,7410.0,0.0,139.0,0.29978118161925604,13.75411065958112,0.6446389496717724,0.0,True
Chhattisgarh,Kondagaon,4024.0,134073.0,11.0,21654.0,18.72385184496919,118.45877654147259,0.8835193815058833,0.0018856544447095626,True
Chhattisgarh,Korba,4501.0,216356.0,16.0,41791.0,17.08111572781866,76.8982122403874,0.8927488955686114,0.0016119167984176865,True
Chhattisgarh,Koriya,2259.0,102581.0,2.0,22284.0,11.213081094323801,46.451260254015246,0.8612057565149747,0.00038895371450797355,True
Chhattisgarh,Mahasamund,4178.0,265038.0,25.0,38976.0,35.2047244196267,234.2609435641755,0.9057023938782897,0.0022151870398660974,True
Chhattisgarh,ManendragarhChirmiriBharatpur,0.0,312.0,0.0,44.0,14.666666666666666,104.0,1.0,0.0,True
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,349.0,5545.0,0.0,51.0,0.07128953771289538,5.7666754899601615,0.6232603406326034,0.0,False
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,14.0,254.0,0.0,37.0,0.25517241379310346,1.7356321839080462,0.6855172413793102,0.0,False
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,329.0,25591.0,4.0,1150.0,2.347983014861996,47.29809422707512,0.7676433121019108,0.003538570417551309,True
Chhattisgarh,Mungeli,3785.0,179280.0,4.0,37600.0,38.03709656843986,152.45234494861643,0.8793340987370838,0.0005510907003444317,True
Chhattisgarh,Narayanpur,969.0,46743.0,16.0,9097.0,49.014576539982386,248.63023610959385,0.8784090909090909,0.004517221908526256,True
